Day,Week,ID,Replicate,Treatment,Stressor_app,Light_level,Light_conc,Diuron_level,Diuron_conc,Avg_Photo_Total,Day0PE
7,1,21B,2,21,InPhase,Medium Light,75,Medium Herbicide,1,0.5785,0.80875
7,1,21C,3,21,InPhase,Medium Light,75,Medium Herbicide,1,0.52525,0.71175
7,2,21F,6,21,InPhase,Medium Light,75,Medium Herbicide,1,0.7035,0.795
7,2,21D,4,21,InPhase,Medium Light,75,Medium Herbicide,1,0.3865,0.7795
7,2,21E,5,21,InPhase,Medium Light,75,Medium Herbicide,1,0.57725,0.749
7,3,21G,7,21,InPhase,Medium Light,75,Medium Herbicide,1,0.5785,0.7805
7,3,21H,8,21,InPhase,Medium Light,75,Medium Herbicide,1,0.54375,0.795
7,3,21I,9,21,InPhase,Medium Light,75,Medium Herbicide,1,0.75875,0.8045
7,4,21L,12,21,InPhase,Medium Light,75,Medium Herbicide,1,0.58775,0.799
7,4,21J,10,21,InPhase,Medium Light,75,Medium Herbicide,1,NA,0.78625
7,4,21K,11,21,InPhase,Medium Light,75,Medium Herbicide,1,0.52175,0.784
2,1,22A,1,22,InPhase,Low Light,25,Medium Herbicide,1,0.75875,0.7785
2,1,22B,2,22,InPhase,Low Light,25,Medium Herbicide,1,0.73375,0.79175
2,1,22C,3,22,InPhase,Low Light,25,Medium Herbicide,1,0.44075,0.79725
2,2,22D,4,22,InPhase,Low Light,25,Medium Herbicide,1,0.7485,0.7635
2,2,22E,5,22,InPhase,Low Light,25,Medium Herbicide,1,0.62675,0.749
2,2,22F,6,22,InPhase,Low Light,25,Medium Herbicide,1,0.7575,0.807
2,3,22G,7,22,InPhase,Low Light,25,Medium Herbicide,1,0.759,0.77325
2,3,22H,8,22,InPhase,Low Light,25,Medium Herbicide,1,0.781,0.81375
2,3,22I,9,22,InPhase,Low Light,25,Medium Herbicide,1,0.7575,0.78025
2,4,22J,10,22,InPhase,Low Light,25,Medium Herbicide,1,0.7585,0.76125
2,4,22K,11,22,InPhase,Low Light,25,Medium Herbicide,1,0.7295,0.823
2,4,22L,12,22,InPhase,Low Light,25,Medium Herbicide,1,0.7555,0.82275
4,1,22A,1,22,InPhase,Low Light,25,Medium Herbicide,1,0.763,0.7785
4,1,22B,2,22,InPhase,Low Light,25,Medium Herbicide,1,0.738,0.79175
4,1,22C,3,22,InPhase,Low Light,25,Medium Herbicide,1,0.73775,0.79725
4,2,22D,4,22,InPhase,Low Light,25,Medium Herbicide,1,0.7145,0.7635
4,2,22E,5,22,InPhase,Low Light,25,Medium Herbicide,1,0.6975,0.749
4,2,22F,6,22,InPhase,Low Light,25,Medium Herbicide,1,0.711,0.807
4,3,22G,7,22,InPhase,Low Light,25,Medium Herbicide,1,0.76725,0.77325
4,3,22H,8,22,InPhase,Low Light,25,Medium Herbicide,1,0.54625,0.81375
4,3,22I,9,22,InPhase,Low Light,25,Medium Herbicide,1,0.74175,0.78025
4,4,22J,10,22,InPhase,Low Light,25,Medium Herbicide,1,0.72025,0.76125
4,4,22K,11,22,InPhase,Low Light,25,Medium Herbicide,1,0.74825,0.823
4,4,22L,12,22,InPhase,Low Light,25,Medium Herbicide,1,0.73675,0.82275
6,1,22A,1,22,InPhase,Low Light,25,Medium Herbicide,1,0.692,0.7785
6,1,22B,2,22,InPhase,Low Light,25,Medium Herbicide,1,0.6505,0.79175
6,1,22C,3,22,InPhase,Low Light,25,Medium Herbicide,1,0.5985,0.79725
6,2,22D,4,22,InPhase,Low Light,25,Medium Herbicide,1,0.27575,0.7635
6,2,22E,5,22,InPhase,Low Light,25,Medium Herbicide,1,0.35875,0.749
6,2,22F,6,22,InPhase,Low Light,25,Medium Herbicide,1,0.71875,0.807
6,3,22G,7,22,InPhase,Low Light,25,Medium Herbicide,1,0.55225,0.77325
6,3,22H,8,22,InPhase,Low Light,25,Medium Herbicide,1,0.12425,0.81375
6,3,22I,9,22,InPhase,Low Light,25,Medium Herbicide,1,0.73575,0.78025
6,4,22J,10,22,InPhase,Low Light,25,Medium Herbicide,1,0.299,0.76125
6,4,22K,11,22,InPhase,Low Light,25,Medium Herbicide,1,0.25525,0.823
6,4,22L,12,22,InPhase,Low Light,25,Medium Herbicide,1,0.68475,0.82275
7,1,22A,1,22,InPhase,Low Light,25,Medium Herbicide,1,0.7455,0.7785
7,1,22B,2,22,InPhase,Low Light,25,Medium Herbicide,1,0.71475,0.79175
7,1,22C,3,22,InPhase,Low Light,25,Medium Herbicide,1,0.6425,0.79725
7,2,22F,6,22,InPhase,Low Light,25,Medium Herbicide,1,0.454,0.807
7,2,22D,4,22,InPhase,Low Light,25,Medium Herbicide,1,0.405,0.7635
7,2,22E,5,22,InPhase,Low Light,25,Medium Herbicide,1,0.52625,0.749
7,3,22G,7,22,InPhase,Low Light,25,Medium Herbicide,1,0.64025,0.77325
7,3,22H,8,22,InPhase,Low Light,25,Medium Herbicide,1,0.13925,0.81375
7,3,22I,9,22,InPhase,Low Light,25,Medium Herbicide,1,NA,0.78025
7,4,22L,12,22,InPhase,Low Light,25,Medium Herbicide,1,0.68875,0.82275
7,4,22J,10,22,InPhase,Low Light,25,Medium Herbicide,1,0.61225,0.76125
7,4,22K,11,22,InPhase,Low Light,25,Medium Herbicide,1,0.62175,0.823
2,1,23A,1,23,InPhase,Medium Light,75,High Herbicide,2,0.2925,0.76175
2,1,23B,2,23,InPhase,Medium Light,75,High Herbicide,2,0.74275,0.78875
2,1,23C,3,23,InPhase,Medium Light,75,High Herbicide,2,0.45325,0.7785
2,2,23D,4,23,InPhase,Medium Light,75,High Herbicide,2,0.757,0.76475
2,2,23E,5,23,InPhase,Medium Light,75,High Herbicide,2,0.7325,0.7885
2,2,23F,6,23,InPhase,Medium Light,75,High Herbicide,2,0.7295,0.80275
2,3,23G,7,23,InPhase,Medium Light,75,High Herbicide,2,0.7715,0.8055
2,3,23H,8,23,InPhase,Medium Light,75,High Herbicide,2,0.76225,0.78575
2,3,23I,9,23,InPhase,Medium Light,75,High Herbicide,2,0.70475,0.7995
2,4,23J,10,23,InPhase,Medium Light,75,High Herbicide,2,0.73325,0.799
2,4,23K,11,23,InPhase,Medium Light,75,High Herbicide,2,0.7615,0.8125
2,4,23L,12,23,InPhase,Medium Light,75,High Herbicide,2,0.74675,0.7875
4,1,23A,1,23,InPhase,Medium Light,75,High Herbicide,2,0.1615,0.76175
4,1,23B,2,23,InPhase,Medium Light,75,High Herbicide,2,0.7095,0.78875
4,1,23C,3,23,InPhase,Medium Light,75,High Herbicide,2,0.64575,0.7785
4,2,23D,4,23,InPhase,Medium Light,75,High Herbicide,2,0.5815,0.76475
4,2,23E,5,23,InPhase,Medium Light,75,High Herbicide,2,0.66775,0.7885
4,2,23F,6,23,InPhase,Medium Light,75,High Herbicide,2,0.7105,0.80275
4,3,23G,7,23,InPhase,Medium Light,75,High Herbicide,2,0.7115,0.8055
4,3,23H,8,23,InPhase,Medium Light,75,High Herbicide,2,0.70925,0.78575
4,3,23I,9,23,InPhase,Medium Light,75,High Herbicide,2,0.683,0.7995
4,4,23J,10,23,InPhase,Medium Light,75,High Herbicide,2,0.63275,0.799
4,4,23K,11,23,InPhase,Medium Light,75,High Herbicide,2,0.73075,0.8125
4,4,23L,12,23,InPhase,Medium Light,75,High Herbicide,2,0.621,0.7875
6,1,23A,1,23,InPhase,Medium Light,75,High Herbicide,2,0.11325,0.76175
6,1,23B,2,23,InPhase,Medium Light,75,High Herbicide,2,0.494,0.78875
6,1,23C,3,23,InPhase,Medium Light,75,High Herbicide,2,0.50575,0.7785
6,2,23D,4,23,InPhase,Medium Light,75,High Herbicide,2,0.34825,0.76475
6,2,23E,5,23,InPhase,Medium Light,75,High Herbicide,2,0.30625,0.7885
6,2,23F,6,23,InPhase,Medium Light,75,High Herbicide,2,0.3555,0.80275
6,3,23G,7,23,InPhase,Medium Light,75,High Herbicide,2,0.3905,0.8055
6,3,23H,8,23,InPhase,Medium Light,75,High Herbicide,2,0.32525,0.78575
6,3,23I,9,23,InPhase,Medium Light,75,High Herbicide,2,0.5905,0.7995
6,4,23J,10,23,InPhase,Medium Light,75,High Herbicide,2,0.203,0.799
6,4,23K,11,23,InPhase,Medium Light,75,High Herbicide,2,0.23675,0.8125
6,4,23L,12,23,InPhase,Medium Light,75,High Herbicide,2,0.713,0.7875
7,1,23A,1,23,InPhase,Medium Light,75,High Herbicide,2,0.2195,0.76175
7,1,23B,2,23,InPhase,Medium Light,75,High Herbicide,2,0.65275,0.78875
7,1,23C,3,23,InPhase,Medium Light,75,High Herbicide,2,0.57325,0.7785
7,2,23F,6,23,InPhase,Medium Light,75,High Herbicide,2,0.33475,0.80275
7,2,23D,4,23,InPhase,Medium Light,75,High Herbicide,2,0.5945,0.76475
7,2,23E,5,23,InPhase,Medium Light,75,High Herbicide,2,0.57025,0.7885
7,3,23G,7,23,InPhase,Medium Light,75,High Herbicide,2,0.435,0.8055
7,3,23H,8,23,InPhase,Medium Light,75,High Herbicide,2,0.50675,0.78575
7,3,23I,9,23,InPhase,Medium Light,75,High Herbicide,2,0.48075,0.7995
7,4,23L,12,23,InPhase,Medium Light,75,High Herbicide,2,0.626,0.7875
7,4,23J,10,23,InPhase,Medium Light,75,High Herbicide,2,0.49525,0.799
7,4,23K,11,23,InPhase,Medium Light,75,High Herbicide,2,0.444,0.8125
2,1,24A,1,24,InPhase,Low Light,25,High Herbicide,2,0.732,0.775
2,1,24B,2,24,InPhase,Low Light,25,High Herbicide,2,0.60925,0.79275
2,1,24C,3,24,InPhase,Low Light,25,High Herbicide,2,0.59675,0.78825
2,2,24D,4,24,InPhase,Low Light,25,High Herbicide,2,0.7395,0.7265
2,2,24E,5,24,InPhase,Low Light,25,High Herbicide,2,0.75475,0.7535
2,2,24F,6,24,InPhase,Low Light,25,High Herbicide,2,0.76625,0.7745
2,3,24G,7,24,InPhase,Low Light,25,High Herbicide,2,0.778,0.79525
2,3,24H,8,24,InPhase,Low Light,25,High Herbicide,2,0.7055,0.6815
2,3,24I,9,24,InPhase,Low Light,25,High Herbicide,2,0.63675,0.80125
2,4,24J,10,24,InPhase,Low Light,25,High Herbicide,2,0.7255,0.80325
2,4,24K,11,24,InPhase,Low Light,25,High Herbicide,2,0.751,0.78475
2,4,24L,12,24,InPhase,Low Light,25,High Herbicide,2,0.7675,0.818
4,1,24A,1,24,InPhase,Low Light,25,High Herbicide,2,0.1535,0.775
4,1,24B,2,24,InPhase,Low Light,25,High Herbicide,2,0.5815,0.79275
4,1,24C,3,24,InPhase,Low Light,25,High Herbicide,2,0.6255,0.78825
4,2,24D,4,24,InPhase,Low Light,25,High Herbicide,2,0.69075,0.7265
4,2,24E,5,24,InPhase,Low Light,25,High Herbicide,2,0.72075,0.7535
4,2,24F,6,24,InPhase,Low Light,25,High Herbicide,2,0.776,0.7745
4,3,24G,7,24,InPhase,Low Light,25,High Herbicide,2,0.712,0.79525
4,3,24H,8,24,InPhase,Low Light,25,High Herbicide,2,0.72875,0.6815
4,3,24I,9,24,InPhase,Low Light,25,High Herbicide,2,0.606,0.80125
4,4,24J,10,24,InPhase,Low Light,25,High Herbicide,2,0.74075,0.80325
4,4,24K,11,24,InPhase,Low Light,25,High Herbicide,2,0.73875,0.78475
4,4,24L,12,24,InPhase,Low Light,25,High Herbicide,2,0.74575,0.818
6,1,24A,1,24,InPhase,Low Light,25,High Herbicide,2,0.1535,0.775
6,1,24B,2,24,InPhase,Low Light,25,High Herbicide,2,0.09625,0.79275
6,1,24C,3,24,InPhase,Low Light,25,High Herbicide,2,0.5465,0.78825
6,2,24D,4,24,InPhase,Low Light,25,High Herbicide,2,0.2665,0.7265
6,2,24E,5,24,InPhase,Low Light,25,High Herbicide,2,0.3145,0.7535
6,2,24F,6,24,InPhase,Low Light,25,High Herbicide,2,0.55225,0.7745
6,3,24G,7,24,InPhase,Low Light,25,High Herbicide,2,0.6455,0.79525
6,3,24H,8,24,InPhase,Low Light,25,High Herbicide,2,0.7005,0.6815
6,3,24I,9,24,InPhase,Low Light,25,High Herbicide,2,0.66425,0.80125
6,4,24J,10,24,InPhase,Low Light,25,High Herbicide,2,0.248,0.80325
6,4,24K,11,24,InPhase,Low Light,25,High Herbicide,2,0.411,0.78475
6,4,24L,12,24,InPhase,Low Light,25,High Herbicide,2,0.6175,0.818
7,1,24A,1,24,InPhase,Low Light,25,High Herbicide,2,0.19525,0.775
7,1,24B,2,24,InPhase,Low Light,25,High Herbicide,2,0.5985,0.79275
7,1,24C,3,24,InPhase,Low Light,25,High Herbicide,2,0.081,0.78825
7,2,24F,6,24,InPhase,Low Light,25,High Herbicide,2,0.51025,0.7745
7,2,24D,4,24,InPhase,Low Light,25,High Herbicide,2,0.613,0.7265
7,2,24E,5,24,InPhase,Low Light,25,High Herbicide,2,0.5895,0.7535
7,3,24G,7,24,InPhase,Low Light,25,High Herbicide,2,0.5685,0.79525
7,3,24H,8,24,InPhase,Low Light,25,High Herbicide,2,0.374,0.6815
7,3,24I,9,24,InPhase,Low Light,25,High Herbicide,2,0.54925,0.80125
7,4,24L,12,24,InPhase,Low Light,25,High Herbicide,2,0.6485,0.818
7,4,24J,10,24,InPhase,Low Light,25,High Herbicide,2,0.21225,0.80325
7,4,24K,11,24,InPhase,Low Light,25,High Herbicide,2,0.30425,0.78475
2,1,25A,1,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.1655,0.78225
2,1,25B,2,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.604,0.75725
2,1,25C,3,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.43775,0.80775
2,2,25D,4,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.699,0.715
2,2,25E,5,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.66925,0.7045
2,2,25F,6,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.65975,0.77275
2,3,25G,7,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.664,0.8015
2,3,25H,8,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.60775,0.77075
2,3,25I,9,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.69575,0.797
2,4,25J,10,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.63775,0.7795
2,4,25K,11,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.60475,0.762
2,4,25L,12,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.702,0.80375
4,1,25A,1,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.13475,0.78225
4,1,25B,2,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.67825,0.75725
4,1,25C,3,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.56925,0.80775
4,2,25D,4,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.679,0.715
4,2,25E,5,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.54425,0.7045
4,2,25F,6,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.70575,0.77275
4,3,25G,7,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.74025,0.8015
4,3,25H,8,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.6985,0.77075
4,3,25I,9,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.75425,0.797
4,4,25J,10,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.729,0.7795
4,4,25K,11,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.671,0.762
4,4,25L,12,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.75075,0.80375
6,1,25A,1,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.108,0.78225
6,1,25B,2,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.46025,0.75725
6,1,25C,3,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.4915,0.80775
6,2,25D,4,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.532,0.715
6,2,25E,5,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.6215,0.7045
6,2,25F,6,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.67025,0.77275
6,3,25G,7,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.378,0.8015
6,3,25H,8,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.1925,0.77075
6,3,25I,9,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.406,0.797
6,4,25J,10,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.3765,0.7795
6,4,25K,11,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.37375,0.762
6,4,25L,12,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.66725,0.80375
7,1,25A,1,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.414,0.78225
7,1,25B,2,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.66275,0.75725
7,1,25C,3,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.348,0.80775
7,2,25F,6,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.4095,0.77275
7,2,25D,4,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.60725,0.715
7,2,25E,5,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.707,0.7045
7,3,25G,7,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.55025,0.8015
7,3,25H,8,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.2815,0.77075
7,3,25I,9,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.65,0.797
7,4,25L,12,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.75875,0.80375
7,4,25J,10,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.5685,0.7795
7,4,25K,11,25,OutPhase,Medium Light,75,Medium Herbicide,1,0.29925,0.762
2,1,26A,1,26,OutPhase,Low Light,25,Medium Herbicide,1,0.4825,0.75075
2,1,26B,2,26,OutPhase,Low Light,25,Medium Herbicide,1,0.72175,0.73
2,1,26C,3,26,OutPhase,Low Light,25,Medium Herbicide,1,0.5735,0.77725
2,2,26D,4,26,OutPhase,Low Light,25,Medium Herbicide,1,0.76075,0.775
2,2,26E,5,26,OutPhase,Low Light,25,Medium Herbicide,1,0.7445,0.7615
2,2,26F,6,26,OutPhase,Low Light,25,Medium Herbicide,1,0.7655,0.76325
2,3,26G,7,26,OutPhase,Low Light,25,Medium Herbicide,1,0.75975,0.75875
2,3,26H,8,26,OutPhase,Low Light,25,Medium Herbicide,1,0.7425,0.76775
2,3,26I,9,26,OutPhase,Low Light,25,Medium Herbicide,1,0.745,0.7915
2,4,26J,10,26,OutPhase,Low Light,25,Medium Herbicide,1,0.698,0.78225
2,4,26K,11,26,OutPhase,Low Light,25,Medium Herbicide,1,0.76375,0.81325
2,4,26L,12,26,OutPhase,Low Light,25,Medium Herbicide,1,0.731,0.756
4,1,26A,1,26,OutPhase,Low Light,25,Medium Herbicide,1,0.49425,0.75075
4,1,26B,2,26,OutPhase,Low Light,25,Medium Herbicide,1,0.75675,0.73
4,1,26C,3,26,OutPhase,Low Light,25,Medium Herbicide,1,0.09875,0.77725
4,2,26D,4,26,OutPhase,Low Light,25,Medium Herbicide,1,0.2715,0.775
4,2,26E,5,26,OutPhase,Low Light,25,Medium Herbicide,1,0.684,0.7615
4,2,26F,6,26,OutPhase,Low Light,25,Medium Herbicide,1,0.776,0.76325
4,3,26G,7,26,OutPhase,Low Light,25,Medium Herbicide,1,0.77425,0.75875
4,3,26H,8,26,OutPhase,Low Light,25,Medium Herbicide,1,0.755,0.76775
4,3,26I,9,26,OutPhase,Low Light,25,Medium Herbicide,1,0.72975,0.7915
4,4,26J,10,26,OutPhase,Low Light,25,Medium Herbicide,1,0.75,0.78225
4,4,26K,11,26,OutPhase,Low Light,25,Medium Herbicide,1,0.78725,0.81325
4,4,26L,12,26,OutPhase,Low Light,25,Medium Herbicide,1,0.7375,0.756
6,1,26A,1,26,OutPhase,Low Light,25,Medium Herbicide,1,0.50075,0.75075
6,1,26B,2,26,OutPhase,Low Light,25,Medium Herbicide,1,0.5765,0.73
6,1,26C,3,26,OutPhase,Low Light,25,Medium Herbicide,1,0.507113636,0.77725
6,2,26D,4,26,OutPhase,Low Light,25,Medium Herbicide,1,0.03625,0.775
6,2,26E,5,26,OutPhase,Low Light,25,Medium Herbicide,1,0.146,0.7615
6,2,26F,6,26,OutPhase,Low Light,25,Medium Herbicide,1,0.68475,0.76325
6,3,26G,7,26,OutPhase,Low Light,25,Medium Herbicide,1,0.501,0.75875
6,3,26H,8,26,OutPhase,Low Light,25,Medium Herbicide,1,0.58,0.76775
6,3,26I,9,26,OutPhase,Low Light,25,Medium Herbicide,1,0.41475,0.7915
6,4,26J,10,26,OutPhase,Low Light,25,Medium Herbicide,1,0.705,0.78225
6,4,26K,11,26,OutPhase,Low Light,25,Medium Herbicide,1,0.7345,0.81325
6,4,26L,12,26,OutPhase,Low Light,25,Medium Herbicide,1,0.69875,0.756
7,1,26A,1,26,OutPhase,Low Light,25,Medium Herbicide,1,0.66175,0.75075
7,1,26B,2,26,OutPhase,Low Light,25,Medium Herbicide,1,0.68975,0.73
7,1,26C,3,26,OutPhase,Low Light,25,Medium Herbicide,1,NA,0.77725
7,2,26F,6,26,OutPhase,Low Light,25,Medium Herbicide,1,0.75225,0.76325
7,2,26D,4,26,OutPhase,Low Light,25,Medium Herbicide,1,0.11925,0.775
7,2,26E,5,26,OutPhase,Low Light,25,Medium Herbicide,1,0.051,0.7615
7,3,26G,7,26,OutPhase,Low Light,25,Medium Herbicide,1,0.655,0.75875
7,3,26H,8,26,OutPhase,Low Light,25,Medium Herbicide,1,0.55225,0.76775
7,3,26I,9,26,OutPhase,Low Light,25,Medium Herbicide,1,NA,0.7915
7,4,26L,12,26,OutPhase,Low Light,25,Medium Herbicide,1,0.73925,0.756
7,4,26J,10,26,OutPhase,Low Light,25,Medium Herbicide,1,0.731,0.78225
7,4,26K,11,26,OutPhase,Low Light,25,Medium Herbicide,1,0.70525,0.81325
2,1,27A,1,27,OutPhase,Medium Light,75,High Herbicide,2,0.67575,0.78075
2,1,27B,2,27,OutPhase,Medium Light,75,High Herbicide,2,0.526,0.76575
2,1,27C,3,27,OutPhase,Medium Light,75,High Herbicide,2,0.4565,0.7785
2,2,27D,4,27,OutPhase,Medium Light,75,High Herbicide,2,0.7065,0.76425
2,2,27E,5,27,OutPhase,Medium Light,75,High Herbicide,2,0.7145,0.78225
2,2,27F,6,27,OutPhase,Medium Light,75,High Herbicide,2,0.70975,0.76025
2,3,27G,7,27,OutPhase,Medium Light,75,High Herbicide,2,0.71975,0.762
2,3,27H,8,27,OutPhase,Medium Light,75,High Herbicide,2,0.66375,0.80575
2,3,27I,9,27,OutPhase,Medium Light,75,High Herbicide,2,0.636,0.803
2,4,27J,10,27,OutPhase,Medium Light,75,High Herbicide,2,0.6505,0.79725
2,4,27K,11,27,OutPhase,Medium Light,75,High Herbicide,2,0.68,0.783
2,4,27L,12,27,OutPhase,Medium Light,75,High Herbicide,2,0.6635,0.7685
4,1,27A,1,27,OutPhase,Medium Light,75,High Herbicide,2,0.71875,0.78075
4,1,27B,2,27,OutPhase,Medium Light,75,High Herbicide,2,0.678,0.76575
4,1,27C,3,27,OutPhase,Medium Light,75,High Herbicide,2,0.668,0.7785
4,2,27D,4,27,OutPhase,Medium Light,75,High Herbicide,2,0.733,0.76425
4,2,27E,5,27,OutPhase,Medium Light,75,High Herbicide,2,0.70375,0.78225
4,2,27F,6,27,OutPhase,Medium Light,75,High Herbicide,2,0.76975,0.76025
4,3,27G,7,27,OutPhase,Medium Light,75,High Herbicide,2,0.74275,0.762
4,3,27H,8,27,OutPhase,Medium Light,75,High Herbicide,2,0.77275,0.80575
4,3,27I,9,27,OutPhase,Medium Light,75,High Herbicide,2,0.67775,0.803
4,4,27J,10,27,OutPhase,Medium Light,75,High Herbicide,2,0.75125,0.79725
4,4,27K,11,27,OutPhase,Medium Light,75,High Herbicide,2,0.7505,0.783
4,4,27L,12,27,OutPhase,Medium Light,75,High Herbicide,2,0.73875,0.7685
6,1,27A,1,27,OutPhase,Medium Light,75,High Herbicide,2,0.297,0.78075
6,1,27B,2,27,OutPhase,Medium Light,75,High Herbicide,2,0.242,0.76575
6,1,27C,3,27,OutPhase,Medium Light,75,High Herbicide,2,0.43,0.7785
6,2,27D,4,27,OutPhase,Medium Light,75,High Herbicide,2,0.24675,0.76425
6,2,27E,5,27,OutPhase,Medium Light,75,High Herbicide,2,0.463,0.78225
6,2,27F,6,27,OutPhase,Medium Light,75,High Herbicide,2,0.39025,0.76025
6,3,27G,7,27,OutPhase,Medium Light,75,High Herbicide,2,0.6225,0.762
6,3,27H,8,27,OutPhase,Medium Light,75,High Herbicide,2,0.6875,0.80575
6,3,27I,9,27,OutPhase,Medium Light,75,High Herbicide,2,0.28225,0.803
6,4,27J,10,27,OutPhase,Medium Light,75,High Herbicide,2,0.63525,0.79725
6,4,27K,11,27,OutPhase,Medium Light,75,High Herbicide,2,0.68925,0.783
6,4,27L,12,27,OutPhase,Medium Light,75,High Herbicide,2,0.65125,0.7685
7,1,27A,1,27,OutPhase,Medium Light,75,High Herbicide,2,0.601,0.78075
7,1,27B,2,27,OutPhase,Medium Light,75,High Herbicide,2,0.5115,0.76575
7,1,27C,3,27,OutPhase,Medium Light,75,High Herbicide,2,0.64875,0.7785
7,2,27F,6,27,OutPhase,Medium Light,75,High Herbicide,2,0.43925,0.76025
7,2,27D,4,27,OutPhase,Medium Light,75,High Herbicide,2,0.553,0.76425
7,2,27E,5,27,OutPhase,Medium Light,75,High Herbicide,2,0.59175,0.78225
7,3,27G,7,27,OutPhase,Medium Light,75,High Herbicide,2,0.73975,0.762
7,3,27H,8,27,OutPhase,Medium Light,75,High Herbicide,2,0.73775,0.80575
7,3,27I,9,27,OutPhase,Medium Light,75,High Herbicide,2,0.544,0.803
7,4,27L,12,27,OutPhase,Medium Light,75,High Herbicide,2,0.71075,0.7685
7,4,27J,10,27,OutPhase,Medium Light,75,High Herbicide,2,0.45975,0.79725
7,4,27K,11,27,OutPhase,Medium Light,75,High Herbicide,2,0.46925,0.783
2,1,28A,1,28,OutPhase,Low Light,25,High Herbicide,2,0.45025,0.763
2,1,28B,2,28,OutPhase,Low Light,25,High Herbicide,2,0.23475,0.76475
2,1,28C,3,28,OutPhase,Low Light,25,High Herbicide,2,0.66875,0.79825
2,2,28D,4,28,OutPhase,Low Light,25,High Herbicide,2,0.69475,0.767
2,2,28E,5,28,OutPhase,Low Light,25,High Herbicide,2,0.7255,0.70225
2,2,28F,6,28,OutPhase,Low Light,25,High Herbicide,2,0.73525,0.766
2,3,28G,7,28,OutPhase,Low Light,25,High Herbicide,2,0.6485,0.7805
2,3,28H,8,28,OutPhase,Low Light,25,High Herbicide,2,0.70275,0.74525
2,3,28I,9,28,OutPhase,Low Light,25,High Herbicide,2,0.7655,0.78625
2,4,28J,10,28,OutPhase,Low Light,25,High Herbicide,2,0.74075,0.7655
2,4,28K,11,28,OutPhase,Low Light,25,High Herbicide,2,0.71225,0.80475
2,4,28L,12,28,OutPhase,Low Light,25,High Herbicide,2,0.73025,0.7965
4,1,28A,1,28,OutPhase,Low Light,25,High Herbicide,2,0.6165,0.763
4,1,28B,2,28,OutPhase,Low Light,25,High Herbicide,2,0.68575,0.76475
4,1,28C,3,28,OutPhase,Low Light,25,High Herbicide,2,0.748,0.79825
4,2,28D,4,28,OutPhase,Low Light,25,High Herbicide,2,0.4495,0.767
4,2,28E,5,28,OutPhase,Low Light,25,High Herbicide,2,0.749,0.70225
4,2,28F,6,28,OutPhase,Low Light,25,High Herbicide,2,0.7025,0.766
4,3,28G,7,28,OutPhase,Low Light,25,High Herbicide,2,0.1405,0.7805
4,3,28H,8,28,OutPhase,Low Light,25,High Herbicide,2,0.45825,0.74525
4,3,28I,9,28,OutPhase,Low Light,25,High Herbicide,2,0.782,0.78625
